Runtimes
2414
2140
1173
1195
812
1819
1064
1054
975
2509
2616
2483
1273
329
265
341
1016
799
814
784
357
669
439
354
297
407
2291
2161
1240
557
760
433
2168
839
894
612
1125
812
545
796
421
758
420
755
488
391
2454
1987
729
698
531
681
1013
1119
1142
238
861
1645
1022
924
1047
570
587
2754
1282
695
948
585
282
769
360
704
581
893
685
865
960
580
931
735
2242
2414
1093
738
2208
541
1345
1794
1179
2629
584
634
452
516
490
609
2395
2190
753
1196
508
995
492
557
2080
763
1128
359
889
675
479
393
2698
2386
921
1470
1204
521
426
495
955
521
1689
1356
501
880
461
639
677
2534
2173
787
510
1034
414
1060
319
985
547
328
489
368
377
388
1687
2272
1879
843
640
704
561
389
448
1045
1257
1132
683
947
986
609
1010
2801
1343
2251
855
1042
897
1327
1161
1087
1100
1016
861
669
792
1146
736
2672
1885
1855
1053
819
944
561
454
936
2196
610
1383
697
1007
597
951
1064
2273
2350
1286
1120
1083
1080
875
1113
1036
877
2202
1171
552
524
366
678
2427
1880
2095
1194
690
845
436
702
862
390
431
416
802
450
1064
551
1889
5671
734
909
702
523
319
1416
1328
522
510
421
981
274
474
636
2366
2226
2390
1318
602
309
291
452
342
835
456
449
1660
460
531
481
461
2222
1828
1887
1080
489
687
419
983
520
2034
492
569
389
326
390
1012
812
770
524
723
428
2217
1939
723
1479
1131
577
528
303
671
348
475
702
678
389
941
469
1508
2156
2168
781
759
773
485
392
879
442
435
580
403
545
466
502
676
2704
2000
1136
983
1153
1171
771
482
1135
617
682
2477
1757
2113
565
834
707
2284
751
1527
988
1045
664
633
614
750
2274
841
661
587
1291
321
302
1307
2226
1847
1306
563
327
483
791
457
984
665
330
381
355
320
279
278
2617
1976
1268
992
1832
660
349
814
820
699
1680
510
993
846
472
630
284
2275
1271
2180
1184
1097
632
418
448
648
2190
1852
2015
1147
1096
293
286
400
333
355
322
2868
1283
2442
1257
2520
703
545
1034
1306
933
833
709
550
884
389
1997
460
2227
2167
566
476
1269
1195
1344
955
2042
1234
1195
1328
583
1702
813
2248
2905
2204
657
1051
590
539
865
1128
1248
1137
1065
317
385
515
367
303
872
2309
1870
1361
306
460
355
770
584
831
718
396
869
845
348
1496
956
1785
2087
1321
838
1490
560
987
1034
1160
642
499
467
472
354
651
548
2183
2176
2541
2490
1835
564
1110
675
1230
1722
1259
614
1051
567
404
1338
509
1350
1833
1871
1281
780
1087
747
1774
1248
1204
1163
2381
354
823
697
522
2149
1924
1764
758
564
492
357
1142
858
659
871
1057
473
370
496
682
322
2545
2402
852
2264
596
485
617
395
914
847
971
521
540
436
663
503
1927
2188
702
1284
1146
1042
939
519
640
368
840
832
441
682
363
657
430
2303
2310
2203
902
1145
770
1489
541
1347
640
1059
626
304
2412
381
303
1225
2097
2079
794
1269
654
630
536
689
778
1156
433
776
389
387
407
349
1693
5387
1293
973
583
470
544
410
677
433
833
438
436
1914
582
574
525
2109
2464
995
1118
335
382
789
334
750
689
461
383
340
596
373
398
2382
2638
676
484
320
268
330
680
1940
840
1059
860
438
1937
481
542
2210
2512
2421
1277
1884
1183
920
646
1299
738
1543
484
546
409
1064
516
579
2048
1718
1375
1263
947
617
480
1001
1099
364
2298
574
615
569
343
275
863
2410
2093
1238
622
568
1322
543
716
1063
799
1006
439
355
306
208
411
677
677
1220
1046
2543
2153
793
607
1470
531
504
668
819
881
552
369
766
593
512
731
386
2414
700
1520
624
1037
665
976
679
452
346
1731
1298
1286
1276
648
1165
2272
1126
2159
1291
1162
993
996
1003
1107
1095
1013
526
425
669
2112
1690
2316
654
1692
766
602
763
784
756
724
742
931
771
745
719
516
739
2411
1880
2278
1237
1575
667
678
813
2009
2227
1876
1896
1803
726
2113
814
2059
2274
1984
1024
1048
569
436
574
1001
447
424
492
1188
517
442
380
330
1977
1988
991
598
458
361
250
334
760
415
1185
2052
598
588
344
1059
2283
2565
612
835
1282
384
422
586
1117
1809
864
542
316
889
1131
479
673
2145
1913
2314
1951
1615
642
679
893
1880
1104
402
484
1097
462
604
914
912
2092
1978
1167
1015
983
605
337
340
1372
1326
1006
460
538
524
588
218
2463
1747
1326
936
1896
1120
639
338
1604
679
993
465
1142
775
981
433
2262
2196
846
520
1372
553
703
359
1908
1780
902
480
809
748
441
1088
1487
2251
1582
1044
475
1362
696
696
499
1072
591
757
787
431
326
401
689
2263
2410
407
501
926
545
320
323
736
420
579
437
482
744
761
714
1486
2509
972
449
388
359
367
330
2263
1611
1764
822
532
535
591
451
1462
2812
1107
631
981
694
526
618
438
1047
890
885
1007
367
410
484
392
1620
1800
2032
1163
1021
949
370
814
2152
769
1171
622
541
1045
1095
1878
2009
2440
2164
1173
1040
1105
651
1014
1104
1339
995
1121
2607
1088
1161
963
832
2028
2276
2009
1097
